disease_name,search_name,description,symptoms,symptoms_count,image_url,local_image_path
hepatitis a,Hepatitis A,"Hepatitis A is an infectious liver disease caused by Hepatitis A virus (HAV); it is a type of viral hepatitis. Many cases have few or no symptoms, especially in the young. The time between exposure and symptoms, in those who develop them, is two to six weeks. When symptoms occur, they typically last eight weeks and may include nausea, vomiting, diarrhea, jaundice, fever, and abdominal pain. Around 10–15% of people experience a recurrence of symptoms during the six months after the initial infect",nausea | vomiting | diarrhea | dark urine | jaundice | fever | abdominal pain | [ | 1 | ],10,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Jaundice_eye.jpg/330px-Jaundice_eye.jpg,data/images\Hepatitis_A.jpg
hepatitis b,Hepatitis B,Hepatitis B is an infectious disease caused by the hepatitis B virus (HBV) that affects the liver; it is a type of viral hepatitis. It can cause both acute and chronic infection.,none | yellowish skin | tiredness | dark urine | abdominal pain | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Hepatitis-B_virions.jpg/330px-Hepatitis-B_virions.jpg,data/images\Hepatitis_B.jpg
hepatitis c,Hepatitis C,"Hepatitis C is an infectious disease caused by the hepatitis C virus (HCV) that primarily affects the liver; it is a type of viral hepatitis. During the initial infection period, people often have mild or no symptoms. Early symptoms can include fever, dark urine, abdominal pain, and jaundice. The virus persists in the liver, becoming chronic, in about 70% of those initially infected. Early on, chronic infection typically has no symptoms. Over many years, however, it often leads to liver disease ",typically none | [ | 1 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/HCV_EM_picture_2.png/330px-HCV_EM_picture_2.png,data/images\Hepatitis_C.jpg
hepatitis d,Hepatitis D,"Hepatitis D is a type of viral hepatitis caused by the hepatitis delta virus (HDV). HDV is one of five known hepatitis viruses: A, B, C, D, and E. HDV is considered to be a satellite because it can propagate only in the presence of the hepatitis B virus (HBV). Transmission of HDV can occur either via simultaneous infection with HBV (coinfection) or superimposed on chronic hepatitis B or hepatitis B carrier state (superinfection).",feeling tired | nausea and vomiting | [ | 1 | ],5,,
hepatitis e,Hepatitis E,"Hepatitis E is inflammation of the liver caused by infection with the hepatitis E virus (HEV); it is a type of viral hepatitis. Hepatitis E has mainly a fecal-oral transmission route that is similar to hepatitis A, although the viruses are unrelated. HEV is a positive-sense, single-stranded, nonenveloped, RNA icosahedral virus and one of five known human hepatitis viruses: A, B, C, D, and E.",nausea | jaundice | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Hepatitis_E_virus.jpg/330px-Hepatitis_E_virus.jpg,data/images\Hepatitis_E.jpg
chickenpox,Chickenpox,"Chickenpox, also known as varicella, is a highly contagious disease caused by varicella zoster virus (VZV), a member of the herpesvirus family. The disease results in a characteristic skin rash that forms small, itchy blisters, which eventually scab over. It usually starts on the chest, back, and face. It then spreads to the rest of the body. The rash and other symptoms, such as fever, tiredness, and headaches, usually last five to seven days. Complications may occasionally include pneumonia, in",small | itchy blisters | headache | loss of appetite | tiredness | fever | [ | 1 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Varicela_Aranzales.jpg/330px-Varicela_Aranzales.jpg,data/images\Chickenpox.jpg
measles,Measles,"Measles is a highly contagious, vaccine-preventable infectious disease caused by measles virus. Other names include morbilli, rubeola, 9-day measles, red measles, and English measles.",fever | cough | runny nose | red eyes | rash | [ | 3 | ] | [ | 4 | ],11,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/RougeoleDP.jpg/330px-RougeoleDP.jpg,data/images\Measles.jpg
mumps,Mumps,"Mumps is a highly contagious, vaccine-preventable viral disease caused by the mumps virus. Initial symptoms of mumps are non-specific and include fever, headache, malaise, muscle pain, and loss of appetite. These symptoms are usually followed by painful swelling around the side of the face, which is the most common symptom of a mumps infection. Symptoms typically occur 16 to 18 days after exposure to the virus. About one-third of people with a mumps infection do not have any symptoms (asymptomat",parotitis | and non-specific symptoms such as | fever | headache | malaise | muscle pain | and | loss of appetite,8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Mumps_PHIL_130_lores.jpg/330px-Mumps_PHIL_130_lores.jpg,data/images\Mumps.jpg
rubella,Rubella,"Rubella, also known as German measles or three-day measles, is a vaccine-preventable infection caused by the rubella virus. This disease is often mild, with half of people not realizing that they are infected. A rash may start around two weeks after exposure and last for three days. It usually starts on the face and spreads to the rest of the body. The rash is sometimes itchy and is not as bright as that of measles. Swollen lymph nodes are common and may last a few weeks. A fever, sore throat, a",rash | swollen lymph nodes | fever | sore throat | feeling tired | [ | 1 | ] | [ | 2 | ],11,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Rash_of_rubella_on_back_%28crop%29.JPG/330px-Rash_of_rubella_on_back_%28crop%29.JPG,data/images\Rubella.jpg
dengue fever,Dengue fever,"Dengue fever is a mosquito-borne disease caused by dengue virus, prevalent in tropical and subtropical areas. Most cases of dengue fever are either asymptomatic or manifest mild symptoms. Symptoms typically begin 3 to 14 days after infection. They may include a high fever, headache, vomiting, muscle and joint pains, and a characteristic skin itching and skin rash. Recovery generally takes two to seven days. In a small proportion of cases, the disease develops into severe dengue with bleeding, lo",fever | headache | muscle and joint pain | rash. can be severe | mild or asymptomatic | [ | 1 | ] | [ | 2 | ],11,https://upload.wikimedia.org/wikipedia/commons/9/91/Denguerash.JPG,data/images\Dengue_fever.jpg
malaria,Malaria,"Malaria is a mosquito-borne infectious disease that is transmitted by the bite of Anopheles mosquitoes. The symptoms of human malaria typically include fever, fatigue, vomiting, and headaches. In severe cases, the disease can cause jaundice, seizures, coma, or death. Symptoms usually begin 10 to 15 days after being bitten by an infected Anopheles mosquito. If not properly treated, people may have recurrences of the disease months later. Those who survive an infection develop partial immunity, be",mild malaria: fever | chills | vomiting | headache | diarrhea. severe malaria: anemia | jaundice | coma,7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Malaria_Parasite_Connecting_to_Human_Red_Blood_Cell_%2834034143483%29.jpg/330px-Malaria_Parasite_Connecting_to_Human_Red_Blood_Cell_%2834034143483%29.jpg,data/images\Malaria.jpg
zika virus,Zika virus,"Zika virus is an arbovirus which is a member of the virus family Flaviviridae. It is spread by daytime-active Aedes mosquitoes, such as A. aegypti and A. albopictus. Its name comes from the Ziika Forest of Uganda, where the virus was first isolated in 1947. Zika virus shares a genus with the dengue, yellow fever, Japanese encephalitis, and West Nile viruses. Since the 1950s, it has been known to occur within a narrow equatorial belt. From 2007 to 2016, the virus spread westward, across the Pacif",fever,1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Zika_EM_CDC_20541.png/330px-Zika_EM_CDC_20541.png,data/images\Zika_virus.jpg
ebola,Ebola virus disease,"Ebola, also known as Ebola virus disease (EVD) and Ebola hemorrhagic fever (EHF), is a zoonotic viral hemorrhagic fever in humans and other primates, caused by four of the six known ebolaviruses. Symptoms typically start anywhere between two days and three weeks after infection. The first symptoms are usually fever, sore throat, muscle pain, and headaches. These are usually followed by vomiting, diarrhoea, rash, hepatic and renal dysfunction, at which point some people begin to bleed both intern",fever | sore throat | muscle pain | headaches | diarrhoea | bleeding | [ | 2 | ] | [ | 3 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/7042_lores-Ebola-Zaire-CDC_Photo.jpg/330px-7042_lores-Ebola-Zaire-CDC_Photo.jpg,data/images\Ebola.jpg
marburg virus disease,Marburg virus disease,"Marburg virus disease (MVD), formerly known as Marburg hemorrhagic fever (MHF), is a viral hemorrhagic fever in human and non-human primates caused by either of the two Marburgviruses: Marburg virus (MARV) and Ravn virus (RAVV). Its clinical symptoms are very similar to those of Ebola virus disease (EVD).",fever | weakness | muscle pain | [ | 1 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Marburg_virus.jpg/330px-Marburg_virus.jpg,data/images\Marburg_virus_disease.jpg
rabies,Rabies,"Rabies is a zoonotic viral disease that causes acute and severe encephalitis in humans and other mammals. It was historically referred to as hydrophobia because its victims panic when offered liquids to drink. Early symptoms can include fever and abnormal sensations at the site of exposure, which are followed by nausea, vomiting, violent movements, uncontrolled excitement, fear of water, an inability to move parts of the body, confusion, and/or loss of consciousness. Once symptoms appear, the re",fever | extreme aversion to water | confusion | excessive salivary secretion | hallucinations | disrupted sleep | paralysis | coma | [ | 1 | ] | [ | 2 | ] | hyperactivity | headache | nausea | vomiting | anxiety | [ | 3 | ],22,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Manwithrabies4.png/330px-Manwithrabies4.png,data/images\Rabies.jpg
yellow fever,Yellow fever,"Yellow fever is a viral disease of typically short duration. In most cases, symptoms include fever, chills, loss of appetite, nausea, muscle pains—particularly in the back—and headaches. Symptoms typically improve within five days. In about 15% of people, within a day of improving the fever recurs, abdominal pain occurs and liver damage begins, causing yellow skin. If this occurs, the risk of bleeding and kidney problems is increased.",fever | chills | muscle pain | headache | nausea | vomiting | fatigue | loss of appetite | yellow skin | [ | 3 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/YellowFeverVirus.jpg/330px-YellowFeverVirus.jpg,data/images\Yellow_fever.jpg
west nile fever,West Nile fever,"West Nile fever is an infection by the West Nile virus, which is typically spread by mosquitoes. In about 80% of infections people have few or no symptoms. About 20% of people develop a fever, headache, vomiting, or a rash. In less than 1% of people, encephalitis or meningitis occurs, with associated neck stiffness, confusion, or seizures. Recovery may take weeks to months. The risk of death among those in whom the nervous system is affected is about 10%.",none | fever | headache | vomiting | diarrhea | muscle aches | rash | [ | 1 | ],10,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Em_wnvirus_j7908i.jpg/330px-Em_wnvirus_j7908i.jpg,data/images\West_Nile_fever.jpg
chikungunya,Chikungunya,"Chikungunya is an infection caused by the chikungunya virus. The most common symptoms are fever and joint pain, typically occurring four to eight days after the bite of an infected mosquito. The pain has been described as ""excruciating""; however some people may be infected without showing any symptoms. Other symptoms may include headache, muscle pain, joint swelling, and a rash. Symptoms usually improve within a week; however, occasionally the joint pain may last for months or years. The very yo",fever | joint pain | headache | muscle pain | joint swelling | and | rash | . | [ | 2 | ],11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/2012-01-09_Chikungunya_on_the_right_feet_at_The_Philippines.jpeg/330px-2012-01-09_Chikungunya_on_the_right_feet_at_The_Philippines.jpeg,data/images\Chikungunya.jpg
